              disk0       cpu
    KB/t  tps  MB/s  us sy id
   11.90   84  0.97  20  5 75
   18.59   37  0.67  17  3 80
   26.57   14  0.36  18  3 80
   19.88   34  0.66  19  6 75
   19.33  713 13.45  22  4 75
   14.65  248  3.55  19  3 78
    8.57   28  0.23  19  3 77
    9.72  623  5.91  19  4 77
   14.34   29  0.41  16  2 81
    8.24   17  0.14  18  3 79
   11.57   37  0.42  19  5 76
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   11.69   13  0.15  18  4 78
   89.82   22  1.92  17  2 81
   13.87   90  1.22  18  3 79
  109.11 2849 303.58  15  6 79
   22.23 4872 105.77  18  8 74
    5.27 7574 39.01  13  7 80
   75.67 3618 267.38  26 11 64
   55.49 3326 180.23  14  5 82
   78.22  650 49.67  40  9 52
   47.46 4912 227.68  45 18 37
  102.86 2975 298.86  21 14 65
    6.88 16970 113.97  31 12 57
   54.16  641 33.90  14  5 81
   22.21   58  1.25   6  3 90
    8.00   10  0.08   7  3 90
    8.33   12  0.10   8  3 89
   10.15   13  0.13   6  2 92
    9.37   35  0.32   6  3 91
    6.55  405  2.59   6  3 90
    9.53   97  0.90  11  8 81
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    5.41  178  0.94   4  2 93
   99.65   23  2.23   9  5 86
   15.20   10  0.15   8  3 89
   11.00   24  0.26   8  3 89
    0.00    0  0.00   7  3 90
   13.00   28  0.35  10  3 87
   16.00   11  0.17  10  5 85
    9.70   33  0.31   8  3 89
    8.00    6  0.05   6  3 91
    7.10   31  0.21   9  5 86
    7.19  313  2.20   9  8 83
   14.49   37  0.52  11  5 84
   16.99 1398 23.20  14  9 77
    6.85 1659 11.09  10 13 77
    6.43  228  1.43   8  4 89
    6.26  128  0.79   9  4 87
   10.88  120  1.28   9  4 87
    8.62   26  0.22   9  4 86
    5.89  397  2.29   8  4 89
    7.45   66  0.48  10  6 85
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    6.69  213  1.39   9  4 88
   10.47  426  4.35  11  8 81
   14.99   71  1.04   7  4 89
   11.23   31  0.34   9  4 87
    6.37  112  0.70   8  4 88
    9.33    9  0.08   8  3 90
   10.00   18  0.17  14  4 82
    8.32   37  0.30  10  4 86
    9.14    7  0.06   7  4 89
    6.88   32  0.21  10  6 84
   12.00    4  0.05   7  3 90
    5.85  232  1.33   8  4 88
    8.62   13  0.11   8  3 89
    8.44   18  0.15  10  4 86
   12.00    3  0.04   8  4 89
    8.70   57  0.48  13  5 83
   11.73   30  0.34   9  4 87
   16.17   24  0.38   9  4 87
   14.40   55  0.77  10  4 87
    6.51   51  0.32   8  5 87
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    0.00    0  0.00   6  3 91
    8.00   14  0.11   7  3 90
    7.73   15  0.11   6  3 91
   11.43   35  0.39   9  4 87
  438.30  667 285.52  72  8 20
  339.35  343 113.83  24  4 71
   15.24   21  0.31   6  3 91
   11.26   27  0.30   7  3 90
   11.08   26  0.28   8  4 88
   11.81  148  1.71  10  5 85
    4.00   26  0.10  11  4 86
    5.61  865  4.74  12  8 80
   12.92   26  0.33   7  3 90
   15.41   61  0.92   9  4 87
   16.00    1  0.02   8  4 89
    8.00   15  0.12   8  3 89
   16.00    1  0.02   6  3 91
   12.50   32  0.39   8  3 89
   13.12   32  0.41   8  4 88
    7.68  378  2.84  10  5 85
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    7.80 2034 15.50  10  5 85
    8.17   48  0.38  11  5 83
    8.76   21  0.18  10  3 87
    9.90  214  2.07   7  4 89
    0.00    0  0.00   8  4 89
   10.49   37  0.38   9  4 87
    4.59  530  2.37   8  3 88
    5.84  163  0.93   7  3 89
   12.80   20  0.25   8  4 88
    7.83   23  0.18   8  4 89
    0.00    0  0.00   9  4 87
    9.44   36  0.33   9  4 87
   10.09  162  1.60   9  4 87
   11.83   47  0.54   8  4 88
   10.00   18  0.17   8  3 89
    7.74  182  1.38  11  4 85
   14.00   12  0.16   6  3 90
    7.86   29  0.22   8  3 89
   11.61   31  0.35   9  4 87
   10.42   43  0.44   9  4 87
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    6.88  682  4.58  14  7 79
    6.36  874  5.43  10  6 84
   23.32   47  1.07   7  3 90
   51.86   58  2.92   7  4 89
    7.59  116  0.86   6  3 92
    7.89   36  0.28   8  3 90
    4.00    2  0.01   6  3 91
    6.97   39  0.26   8  3 89
   12.44   18  0.22   7  4 90
    7.93   56  0.43   7  4 89
    0.00    0  0.00   4  2 94
    8.44   18  0.15   7  3 89
    8.62   13  0.11  11  2 87
   16.00   81  1.26  21  6 73
   16.00    1  0.02   5  2 93
    6.43   94  0.59  12  4 84
    4.66  801  3.64   8  4 89
   36.05  150  5.29  17  9 75
   32.81  167  5.36  24  6 70
    8.48   67  0.55  13  4 83
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    0.00    0  0.00   5  2 93
    9.78   18  0.17   7  3 90
    8.00   12  0.09   7  3 90
   44.68   47  2.04   7  4 89
   10.89   18  0.19   6  3 91
   13.55  303  4.00  20 10 70
   23.84  743 17.30  12  7 80
   39.44  535 20.61  23  6 71
   12.54  713  8.73  22  9 69
   14.69 1177 16.88  23  9 68
    7.43  884  6.42  14 11 75
   14.37 1140 16.00  10  8 81
    9.80  977  9.36  13  5 82
   20.99  677 13.89   8  4 87
    7.33    6  0.04   6  3 92
    9.39  201  1.84  10  3 87
    8.00    5  0.04   8  3 89
    9.11   18  0.16   8  4 88
   12.35   69  0.83   8  4 88
    6.89  251  1.69  12  4 84
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    4.00    1  0.00   7  3 90
    9.36  108  0.99   7  3 90
    9.33   12  0.11   6  3 91
   22.59   54  1.19   8  4 88
   11.27   22  0.24   6  3 92
    4.71  537  2.47   9  3 87
  107.36   25  2.61   8  3 89
    9.24   45  0.40   7  3 90
    6.81  180  1.20   7  5 88
    7.90   39  0.30   6  3 92
    0.00    0  0.00   5  2 92
    8.22   18  0.14   8  3 89
   10.63  325  3.38   7  3 90
   16.51 2615 42.16  23 12 65
   16.93  585  9.67  26  9 65
   10.51   59  0.60  23  6 70
    9.79   38  0.36   6  3 91
   10.00   54  0.53   6  3 90
   16.61  593  9.62  10  5 86
    7.24 1512 10.69  11  6 83
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    6.24  619  3.77   8  3 89
   18.00  501  8.81   7  6 87
    5.92   52  0.30   8  4 89
    7.83   93  0.71   8  4 89
   64.80   30  1.89   8  4 88
   14.44   18  0.25   9  3 88
    5.54   13  0.07   5  3 92
    9.79   29  0.28   8  3 89
    6.00   26  0.15   9  5 86
   10.37   27  0.27   9  4 87
   18.46   13  0.23   8  3 89
   21.80  972 20.68   6  3 91
   23.58 8029 184.91   9  5 86
   19.98 8512 166.12   9  5 86
   20.50 8612 172.43  14 10 76
   19.84 9305 180.31  15  7 77
   21.38 8190 170.99   8  5 87
   20.45 8496 169.67  10  5 85
   19.88 8632 167.54   9  6 85
   20.00 8488 165.74  12  7 82
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   19.71 9236 177.79  12  9 79
   20.53 8976 179.95  12  6 81
   19.92 8290 161.28  13  7 80
   43.49  875 37.15  46  6 49
   26.22  568 14.55  42  6 52
  190.20   51  9.45  16  6 79
   29.42  677 19.44   7  4 89
   14.39  373  5.24   7  3 90
   82.64  120  9.72   7  5 88
   13.98  126  1.73   9  6 85
   96.61 1117 105.43   9  4 87
  211.22 2286 471.46   7  9 85
   16.50   40  0.64   6  3 91
   10.67   12  0.12   6  3 91
    9.72  239  2.27   8  4 88
   12.98  106  1.34  22  6 72
   16.00    1  0.02  21  5 74
    9.90   21  0.20  16  4 79
   11.53  129  1.45  10  5 85
    8.92   65  0.56   6  3 91
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   10.86   28  0.30   8  3 89
    8.73   11  0.09   6  3 91
    7.73   15  0.11   6  3 92
   18.18   33  0.58   8  3 89
   12.18  269  3.20   6  4 90
    8.80   20  0.17  10  3 87
   16.00    1  0.02   5  2 93
   11.76   33  0.38   7  3 90
    6.21   85  0.51   7  4 89
    9.14   14  0.12   5  2 93
    5.66  172  0.95   6  3 91
   11.11   45  0.49   7  3 90
    9.33   12  0.11   6  3 91
    7.43   14  0.10   7  3 91
    8.80    5  0.04   5  3 92
   11.74   31  0.35   8  3 88
   10.67    9  0.09   5  2 93
   10.42   33  0.33   8  3 88
    6.20   20  0.12   7  4 89
   34.86  446 15.20  14  6 80
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    9.34  726  6.63  18  6 76
   11.84  296  3.42   5  3 92
  454.54   74 32.77   7  4 89
  170.30  153 25.38   8  4 88
  241.26  159 37.35   9  7 84
  242.32  131 30.92  12  5 84
  453.00   56 24.65   7  4 89
  301.45  113 33.14  11  7 83
  298.60   86 24.96  10  7 83
  128.21  269 33.72  10  5 85
   57.50  660 37.04  10  5 85
  166.48   63 10.19   8  4 88
   18.52   27  0.49  14  8 78
   19.33   42  0.79  10  5 85
   16.15   82  1.29  12  8 80
   15.01 1001 14.68  12  6 82
   23.56   18  0.41   7  4 89
   21.91 9942 212.69  15  8 77
   25.46 12369 307.57  20 10 69
   30.72 9295 278.82  20  8 72
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   39.63 7994 309.36  21  8 71
   44.43 4157 180.36  40  9 51
   25.91   44  1.11   6  4 90
   21.78   63  1.34   8  4 88
   18.74  265  4.85   7  5 88
   45.04   77  3.37   9  5 86
  213.68   62 12.89   6  3 91
  217.96  138 29.44   7  4 90
   26.91   77  2.01   8  6 86
   22.28  107  2.32  11  5 84
  196.08 3307 633.28   8  6 85
  202.61 1261 249.45   6  8 85
   81.01 1641 129.84   6  6 88
  390.59   34 12.91   7  4 89
   15.06   47  0.69   8  5 88
   14.27   44  0.61   8  4 88
   18.29    7  0.12   7  4 88
    9.91   23  0.22   8  4 89
   35.09  183  6.28   9  8 84
   11.09  376  4.07  12  4 84
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   21.29   28  0.58   9  4 87
   10.43   46  0.47   6  3 91
   15.06  143  2.11   5  3 92
   15.48 2157 32.62   8  5 87
   18.69  435  7.94  10  4 86
    9.91  630  6.10  11  5 84
   22.84 1454 32.44  18  9 73
   17.96  842 14.76  21  7 72
   12.78  183  2.29  23  7 69
    9.93  110  1.06  15  4 81
    5.72  173  0.97   8  4 89
   10.05   43  0.42   8  3 89
   15.47 2072 31.29   7  4 90
   11.81  226  2.61   7  4 89
    8.47  170  1.41   6  3 91
   13.71   42  0.56   9  5 87
    6.00    4  0.02   6  3 91
   15.15   66  0.97   8  4 88
   10.05   37  0.36  11  6 83
    7.23  190  1.34  10  5 85
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   37.40 9287 339.18  10 11 80
   12.08  424  5.01   7  8 85
   26.84   31  0.81   9  5 86
   13.31  104  1.35   8  4 88
   18.25  412  7.34   8  6 86
   15.04 1463 21.49  21  9 70
   19.27  110  2.07  22  7 70
   11.60  158  1.79  23  7 69
   23.76  100  2.31  10  8 82
   22.89   47  1.04   7  4 89
   97.63  207 19.76   8  5 87
   24.00   50  1.17   9  5 87
   18.76   29  0.53   7  4 89
   18.53   19  0.34   8  4 88
   20.12  133  2.61  11  8 81
   13.73  913 12.24  10  5 85
   18.80   60  1.10   7  4 89
   14.47   47  0.66   8  4 88
   10.57   28  0.29   7  4 89
    7.80   20  0.15   6  3 91
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    0.00    0  0.00   5  2 92
   24.95 6225 151.68  14  6 80
   25.17 11739 288.56  20  7 73
   25.33 13388 331.09  23  9 68
   25.95 10870 275.42  17  7 76
   24.09 3137 73.79  51 11 38
   12.86  167  2.10  30 28 42
   14.44  153  2.16  27 26 47
   17.68  208  3.59  27 28 45
   16.34  303  4.84  27  8 66
  204.90 5137 1027.80  18 11 71
   11.20  331  3.62   6  5 90
    8.80   20  0.17   8  3 89
   12.39   31  0.37   6  4 90
    4.00    1  0.00   5  2 93
    9.20   20  0.18   7  3 89
   16.00    1  0.02   5  2 93
    6.21  156  0.94   6  2 92
    9.48   97  0.89   8  7 86
    8.73   11  0.09   5  2 93
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    0.00    0  0.00   8  3 89
    9.00   32  0.28   7  3 90
    7.20   15  0.10   6  3 92
    9.26   19  0.17   7  3 89
   12.00    3  0.04   7  3 91
    7.27  146  1.04   9  5 86
   27.03 7727 203.95  13  5 82
   26.30 13834 355.34  16  8 77
   24.81 13744 333.02  16  9 76
   25.51 17870 445.14  19  8 74
   26.40 16042 413.64  17  7 76
   31.57 6543 201.71  37  7 56
   12.84   19  0.24  22  7 71
    6.19  358  2.17  29  8 63
   14.67   39  0.56  27 13 60
    9.89  257  2.48  12  6 82
   11.33   12  0.13   7  3 90
   14.29  116  1.63   8  3 89
    9.80   40  0.38   7  4 89
    6.93  156  1.06   7  7 86
              disk0       cpu
    KB/t  tps  MB/s  us sy id
  180.68 5907 1042.34   9 10 82
   10.47  268  2.74   6  6 89
   11.17   24  0.26   6  3 91
   12.61  954 11.75   7  4 89
   15.31  697 10.42   7  4 90
    9.68   31  0.29   8  3 89
    7.58   19  0.14   9  3 88
    7.72   29  0.22   8  3 89
   13.60   20  0.26   9  7 84
   10.22   18  0.18   7  6 87
    5.33    3  0.02   9  4 87
    9.44   39  0.36   8  4 88
   18.70   46  0.84  11  6 83
   10.11   19  0.19   6  3 91
    8.54   59  0.49  10  6 83
   13.95  592  8.06   9  4 87
    8.50   16  0.13   8  3 90
    8.38   21  0.17   6  3 91
    6.92  784  5.30   7  5 88
    7.25  650  4.60   7  3 90
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   10.86   14  0.15   8  4 88
    9.00   16  0.14   6  3 91
    9.00   32  0.28   6  3 91
   19.28 6101 114.85   6  4 90
   31.47 11135 342.26  20 10 70
   28.07 13761 377.19  20  9 71
   28.33 12730 352.12  23  9 68
   29.69 5809 168.40  39  7 53
   11.14   65  0.71  24 10 66
   15.20   40  0.59  29  9 62
  181.21 5624 995.27  28 18 54
   56.80  593 32.90  24  8 68
   42.26  317 13.07  21  7 72
   11.40   20  0.22   6  3 91
   14.68  170  2.43   7  3 90
    8.57    7  0.06   5  3 92
   14.57   70  0.99   9  4 87
   17.98 3217 56.49   6  4 89
   20.65  912 18.38  10  7 83
   16.00   84  1.31   5  2 93
              disk0       cpu
    KB/t  tps  MB/s  us sy id
  195.19  158 30.17  10  5 86
   14.47   97  1.37   7  3 90
   15.41  122  1.83   9  4 87
   16.04   96  1.51   8  4 88
   14.65  126  1.81   8  3 89
   10.40  670  6.80   6  3 92
   15.01  169  2.48   8  3 88
   15.15   85  1.25   7  3 90
   13.75  111  1.50   7  4 89
   15.57   83  1.26   5  3 92
   55.02  253 13.59  12  8 80
   23.84  437 10.17  21 21 58
   23.68  137  3.18  14  6 81
    8.40  425  3.49  13  4 83
   22.69  277  6.14  11  4 85
   26.37  656 16.89   7  4 90
   23.50  505 11.59   8  4 88
   15.62   85  1.29   6  3 91
   29.77  198  5.76  10  7 83
    8.97  469  4.11   8  4 87
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   21.35 6340 132.22  13 11 76
   12.78   46  0.57   6  3 91
   11.21  197  2.16   7  4 89
   17.73   37  0.64   7  4 89
   11.15  150  1.63  17  4 79
   14.67    6  0.09   9  3 88
   20.70   63  1.27   9  3 88
   78.44  189 14.49  10  4 86
    9.54   52  0.48   9  5 86
   16.00    9  0.14   6  4 90
   61.75  130  7.82   7  3 90
   10.44   18  0.18   6  3 91
   12.25   16  0.19   7  3 90
   83.26  184 14.93   9  6 86
   13.54  109  1.44  10  5 86
    8.99  534  4.69   6  3 90
   13.64  127  1.69   8  3 89
   15.51  178  2.69   6  3 92
    9.08   63  0.56   7  5 88
    0.00    0  0.00   6  3 91
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    5.12  231  1.16   8  3 90
    6.58  166  1.06   7  4 89
    8.00   25  0.19   7  3 90
   63.11   54  3.32   7  6 88
   12.33   36  0.43   7  4 90
    8.32   25  0.20   6  4 90
   15.67  134  2.06   8  3 89
    8.00    4  0.03   6  3 91
    8.62   58  0.49   8  8 85
    5.13  212  1.06   8  4 88
  131.96 4162 536.40  10  9 81
    9.26   35  0.32   7  3 90
   11.85   27  0.31   7  3 89
    8.71   17  0.14   5  3 92
    9.18   17  0.15   7  3 90
    8.00   10  0.08   7  4 89
   15.30  103  1.53  10  4 86
   53.33   36  1.87   8  5 87
   12.44  145  1.76   9  5 86
    0.00    0  0.00   7  3 90
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   24.00   30  0.70   9  5 86
    9.52   21  0.19   9  3 88
    9.23   26  0.23   8  4 87
    9.14   14  0.12   7  3 89
   12.86   28  0.35   8  3 89
   93.33   30  2.73   8  4 89
    8.64   25  0.21   8  3 89
   30.00    8  0.23   5  2 92
   33.26   73  2.36   8  5 88
   12.33   12  0.14   6  3 92
   10.69   49  0.51   9  3 88
    8.62   26  0.22   7  3 90
    7.62   42  0.31   7  3 90
    8.73   11  0.09   8  4 88
   81.99  159 12.70  10  5 84
   17.46  687 11.70   9  5 85
   17.85   82  1.42  11  5 84
    4.92  190  0.91   7  5 89
    5.86  454  2.60   8  5 87
    5.22  724  3.69   6  4 90
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    9.61  771  7.24   8  6 86
   13.18   17  0.22   6  3 91
    6.81  181  1.21   7  3 90
    6.22   18  0.11   5  3 92
    9.87   45  0.43   6  3 91
    7.83   24  0.18   5  2 92
    7.58   38  0.28   8  3 89
   16.00    1  0.02   6  3 91
    6.90   29  0.19   8  4 88
    4.00    5  0.02   5  3 92
    7.96  325  2.52   7  3 90
   13.90   80  1.08   6  3 91
   10.93   45  0.48  13 12 75
    7.07   90  0.62   9  9 82
   12.67  107  1.32   8  3 89
    9.11  558  4.96   8  3 90
   25.22  649 15.99   8  4 88
    0.00    0  0.00   7  3 90
    9.68   38  0.36   8  4 88
    0.00    0  0.00   4  2 94
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    9.03   39  0.34   7  3 90
    8.35   23  0.19   6  3 91
   12.14   56  0.66   7  4 89
    0.00    0  0.00   5  3 92
   16.51   47  0.75   7  3 90
   13.75   16  0.21   7  3 90
   17.32  905 15.31   9  3 88
   12.00    1  0.01   5  2 92
   14.86   42  0.61   8  5 87
   70.81  138  9.52   5  5 90
    9.56  727  6.79   7  5 89
   12.51   78  0.95  10  3 87
    7.07  142  0.98   6  3 91
    4.00    3  0.01   6  3 91
    9.52   50  0.46   6  3 92
   16.00    3  0.05   6  3 91
   15.44  121  1.82   8  4 88
    4.67  326  1.49   7  3 90
    7.00   28  0.19   7  5 88
    5.64  307  1.69  12  8 80
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    9.60  800  7.50  13 10 78
    8.37  597  4.88  18  7 75
   11.62   21  0.24  19  3 78
   17.89   38  0.66  19  3 78
   10.30   47  0.47  16  4 80
    4.00    4  0.02  10  3 87
    9.23   39  0.35   9  4 88
    0.00    0  0.00   7  3 90
   45.11   47  2.06   8  5 88
    4.00    1  0.00   8  3 88
    9.28   25  0.23   8  3 89
    8.62   13  0.11   6  2 92
    8.00   16  0.12   7  3 90
    6.61   23  0.15   8  3 89
   12.59   27  0.33   8  4 89
   25.14   14  0.34   6  3 90
    9.37   35  0.32   8  3 88
    0.00    0  0.00   8  3 89
    5.70  659  3.67   9  6 85
   48.49  304 14.40  16  9 75
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    8.18  237  1.90   9  4 87
   12.27   44  0.52   6  3 91
    7.61  121  0.90   6  3 91
    8.00   36  0.28   6  3 91
   10.29   14  0.14   6  3 91
    6.18  135  0.82   8  4 88
   10.06  197  1.94  10  4 86
   15.51  389  5.89   7  3 90
   32.70 8926 285.02  14  6 80
   38.22 9664 360.73  15  5 80
   37.00 9040 326.66  16  5 79
   38.32 9655 361.30  16  5 79
   39.15 9102 347.98  15  7 78
   54.95 1435 76.98  34  7 59
   14.68  100  1.43   7  4 89
    9.99  572  5.58   9  3 88
   18.02   81  1.42   9  4 87
    9.45   11  0.10   6  3 92
   10.35   63  0.63   7  5 88
    8.00    2  0.02   4  2 93
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    6.82   17  0.11   7  2 90
    9.60   10  0.09   7  4 89
    9.66   29  0.27   8  3 89
    0.00    0  0.00   8  3 89
   10.67    9  0.09   7  3 90
   19.85   27  0.52   9  4 87
   11.74   31  0.35  10  4 86
    8.73   11  0.09   6  2 92
   10.07   29  0.28   8  5 87
  201.20 3193 627.36   9  8 83
   14.46   70  0.99   7  3 90
   14.06   31  0.42   7  3 90
   10.50   40  0.41   9  3 88
    8.00    3  0.02   5  3 92
    9.90   21  0.20   7  3 90
    5.92  171  0.99   6  3 91
    8.64   25  0.21   8  3 89
    9.88   17  0.16   7  4 89
    8.53   30  0.25   7  4 89
   15.57  400  6.08  11  9 80
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   19.86  608 11.79   9  5 86
    9.09   55  0.49  22  9 69
    7.03   29  0.20  16  5 79
   19.10   40  0.74  15  4 81
   17.27  112  1.90  17  5 78
   11.42 1273 14.19  28  6 66
   30.44  381 11.34  32  7 61
   27.50   64  1.71  26  4 70
   11.63   86  0.97  28  5 67
    9.74   23  0.22   7  3 90
    8.95   38  0.33  13  3 84
   12.33   12  0.14  11  3 85
    9.78   18  0.17  15  4 81
    7.87  208  1.60  10  3 87
   13.69   45  0.60   9  3 88
   22.06   31  0.67  11  3 86
   15.56   90  1.36  28  4 68
   13.00   16  0.20  12  3 85
    9.55   44  0.41  13  5 82
   18.54  582 10.54  12  6 81
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    9.27  823  7.46  11  4 85
    4.00    2  0.01   9  3 88
    4.59  761  3.41  13  4 84
   32.80  338 10.81  14  4 82
   42.45  137  5.66  10  3 86
   11.65   23  0.26  13  3 84
    8.16  331  2.64  13  4 83
   10.13  125  1.23  19  4 78
    8.09   85  0.67  21  5 74
   12.67  280  3.46  12  3 85
   10.39   67  0.68  15  4 81
    8.14   29  0.23  13  4 83
   13.74   39  0.52  21  3 76
   12.20   79  0.94  26  9 65
   11.69  243  2.78  12  5 83
   11.13  657  7.14  25  5 70
   17.37 1265 21.46  10  5 85
    8.19   21  0.17   5  3 92
    7.93   58  0.45   8  5 88
    8.95   42  0.37  11  5 85
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    9.23   62  0.56   9  3 88
